,year,rank,song,artist
5601,2016,3,Hotline Bling,Drake
5602,2016,4,Love Yourself,Justin Bieber
5603,2016,5,What Do You Mean?,Justin Bieber
5604,2016,6,Same Old Love,Selena Gomez
5605,2016,7,The Hills,The Weeknd
5606,2016,8,Here,Alessia Cara
5607,2016,9,Stitches,Shawn Mendes
5608,2016,10,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend
5609,2016,11,679,Fetty Wap Featuring Remy Boyz
5610,2016,12,In The Night,The Weeknd
5611,2016,13,Jumpman,Drake & Future
5612,2016,14,On My Mind,Ellie Goulding
5613,2016,15,Can't Feel My Face,The Weeknd
5614,2016,16,Antidote,Travis Scott
5615,2016,17,Ex's & Oh's,Elle King
5616,2016,18,All I Want For Christmas Is You,Mariah Carey
5617,2016,19,Stressed Out,twenty one pilots
5618,2016,20,Don't,Bryson Tiller
5619,2016,21,Die A Happy Man,Thomas Rhett
5620,2016,22,White Iverson,Post Malone
5621,2016,23,Wildest Dreams,Taylor Swift
5622,2016,24,Mary Did You Know,Jordan Smith
5623,2016,25,Lean On,Major Lazer & DJ Snake Featuring MO
5624,2016,26,Roses,The Chainsmokers Featuring Rozes
5625,2016,27,Watch Me,Silento
5626,2016,28,Say It,Tory Lanez
5627,2016,29,Burning House,Cam
5628,2016,30,Confident,Demi Lovato
5629,2016,31,Trap Queen,Fetty Wap
5630,2016,32,Perfect,One Direction
5631,2016,33,Focus,Ariana Grande
5632,2016,34,Break Up In A Small Town,Sam Hunt
5633,2016,35,Where Ya At,Future Featuring Drake
5634,2016,36,No Role Modelz,J. Cole
5635,2016,37,Locked Away,R. City Featuring Adam Levine
5636,2016,38,Rockin' Around The Christmas Tree,Brenda Lee
5637,2016,39,Where Are U Now,Skrillex & Diplo With Justin Bieber
5638,2016,40,"Me, Myself & I",G-Eazy x Bebe Rexha
5639,2016,41,Hide Away,Daya
5640,2016,42,See You Again,Wiz Khalifa Featuring Charlie Puth
5641,2016,43,Good For You,Selena Gomez Featuring A$AP Rocky
5642,2016,44,Adventure Of A Lifetime,Coldplay
5643,2016,45,Again,Fetty Wap
5644,2016,46,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello
5645,2016,47,Cake By The Ocean,DNCE
5646,2016,48,Exchange,Bryson Tiller
5647,2016,49,Cheerleader,OMI
5648,2016,50,Drag Me Down,One Direction
5649,2016,51,My House,Flo Rida
5650,2016,52,Hit The Quan,iLoveMemphis
5651,2016,53,Back Up,DeJ Loaf Featuring Big Sean
5652,2016,54,WTF (Where They From),Missy Elliott Featuring Pharrell Williams
5653,2016,55,When We Were Young,Adele
5654,2016,56,Burning House,Emily Ann Roberts
5655,2016,57,Down In The DM,Yo Gotti Featuring Nicki Minaj
5656,2016,58,Stay A Little Longer,Brothers Osborne
5657,2016,59,I'll Show You,Justin Bieber
5658,2016,60,One Call Away,Charlie Puth
5659,2016,61,Home Alone Tonight,Luke Bryan Featuring Karen Fairchild
5660,2016,62,Hands To Myself,Selena Gomez
5661,2016,63,Gonna,Blake Shelton
5662,2016,64,Back To Sleep,Chris Brown
5663,2016,65,The Fix,Nelly Featuring Jeremih
5664,2016,66,Gonna Know We Were Here,Jason Aldean
5665,2016,67,Used To Love You,Gwen Stefani
5666,2016,68,Do It Like Me,DLOW
5667,2016,69,You Should Be Here,Cole Swindell
5668,2016,70,Big Rings,Drake & Future
5669,2016,71,I Got The Boy,Jana Kramer
5670,2016,72,Climb Every Mountain,Jordan Smith
5671,2016,73,I Love This Life,LOCASH
5672,2016,74,Back To Back,Drake
5673,2016,75,Lay It All On Me,Rudimental Featuring Ed Sheeran
5674,2016,76,Top Of The World,Tim McGraw
5675,2016,77,Stand By You,Rachel Platten
5676,2016,78,Best Friend,Young Thug
5677,2016,79,Irresistible,Fall Out Boy
5678,2016,80,New Americana,Halsey
5679,2016,81,$ave Dat Money,Lil Dicky Featuring Fetty Wap & Rich Homie Quan
5680,2016,82,The Feeling,Justin Bieber Featuring Halsey
5681,2016,83,Blase,Ty Dolla $ign Featuring Future & Rae Sremmurd
5682,2016,84,Come Get Her,Rae Sremmurd
5683,2016,85,Nothin' Like You,Dan + Shay
5684,2016,86,Good To Be Alive (Hallelujah),Andy Grammer
5685,2016,87,Dibs,Kelsea Ballerini
5686,2016,88,Strip It Down,Luke Bryan
5687,2016,89,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz"
5688,2016,90,God Only Knows,Jordan Smith & Adam Levine
5689,2016,91,Backroad Song,Granger Smith
5690,2016,92,Dessert,Dawin
5691,2016,93,Play No Games,Big Sean Featuring Chris Brown & Ty Dolla $ign
5692,2016,94,Right Hand,Drake
5693,2016,95,Sorry Not Sorry,Bryson Tiller
5694,2016,96,Beautiful Drug,Zac Brown Band
5695,2016,97,Smoke Break,Carrie Underwood
5696,2016,98,Hollow,Tori Kelly
5697,2016,99,Somebody To Love,Jordan Smith
5698,2016,100,Purpose,Justin Bieber
5699,2017,1,Starboy,The Weeknd Featuring Daft Punk
5700,2017,2,Black Beatles,Rae Sremmurd Featuring Gucci Mane
5701,2017,3,Closer,The Chainsmokers Featuring Halsey
5702,2017,4,24K Magic,Bruno Mars
5703,2017,5,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall
5704,2017,6,Side To Side,Ariana Grande Featuring Nicki Minaj
5705,2017,7,Let Me Love You,DJ Snake Featuring Justin Bieber
5706,2017,8,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar
5707,2017,9,Bad Things,Machine Gun Kelly x Camila Cabello
5708,2017,10,Fake Love,Drake
5709,2017,11,Caroline,Amine
5710,2017,12,Heathens,twenty one pilots
5711,2017,13,Bad And Boujee,Migos Featuring Lil Uzi Vert
5712,2017,14,Scars To Your Beautiful,Alessia Cara
5713,2017,15,Broccoli,D.R.A.M. Featuring Lil Yachty
5714,2017,16,All I Want For Christmas Is You,Mariah Carey
5715,2017,17,Starving,Hailee Steinfeld & Grey Featuring Zedd
5716,2017,18,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift
5717,2017,19,OOOUUU,Young M.A
5718,2017,20,Love On The Brain,Rihanna
5719,2017,21,Bounce Back,Big Sean
5720,2017,22,The Greatest,Sia Featuring Kendrick Lamar
5721,2017,23,Hallelujah,Pentatonix
5722,2017,24,All Time Low,Jon Bellion
5723,2017,25,I Feel It Coming,The Weeknd Featuring Daft Punk
5724,2017,26,Treat You Better,Shawn Mendes
5725,2017,27,Rockin' Around The Christmas Tree,Brenda Lee
5726,2017,28,Mercy,Shawn Mendes
5727,2017,29,Jingle Bell Rock,Bobby Helms
5728,2017,30,In The Name Of Love,Martin Garrix & Bebe Rexha
5729,2017,31,I Hate U I Love U,gnash Featuring Olivia O'Brien
5730,2017,32,Can't Stop The Feeling!,Justin Timberlake
5731,2017,33,Blue Ain't Your Color,Keith Urban
5732,2017,34,Don't Let Me Down,The Chainsmokers Featuring Daya
5733,2017,35,Deja Vu,J. Cole
5734,2017,36,Cheap Thrills,Sia Featuring Sean Paul
5735,2017,37,This Town,Niall Horan
5736,2017,38,Cold Water,Major Lazer Featuring Justin Bieber & MO
5737,2017,39,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks
5738,2017,40,Love Me Now,John Legend
5739,2017,41,Both,Gucci Mane Featuring Drake
5740,2017,42,Unsteady,X Ambassadors
5741,2017,43,X,21 Savage & Metro Boomin Featuring Future
5742,2017,44,Feliz Navidad,Jose Feliciano
5743,2017,45,"Mary, Did You Know?",Pentatonix
5744,2017,46,A Holly Jolly Christmas,Burl Ives
5745,2017,47,The Christmas Song (Merry Christmas To You),Nat King Cole
5746,2017,48,It's The Most Wonderful Time Of The Year,Andy Williams
5747,2017,49,Party Monster,The Weeknd
5748,2017,50,Last Christmas,Wham!
5749,2017,51,Water Under The Bridge,Adele
5750,2017,52,You Was Right,Lil Uzi Vert
5751,2017,53,No Heart,21 Savage & Metro Boomin
5752,2017,54,Neighbors,J. Cole
5753,2017,55,Used To This,Future Featuring Drake
5754,2017,56,How Far I'll Go,Auli'i Cravalho
5755,2017,57,Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross"
5756,2017,58,Party,Chris Brown Featuring Usher & Gucci Mane
5757,2017,59,Immortal,J. Cole
5758,2017,60,May We All,Florida Georgia Line Featuring Tim McGraw
5759,2017,61,Say You Won't Let Go,James Arthur
5760,2017,62,Wanna Be That Song,Brett Eldredge
5761,2017,63,Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert
5762,2017,64,Better Man,Little Big Town
5763,2017,65,Chantaje,Shakira Featuring Maluma
5764,2017,66,Dirty Laundry,Carrie Underwood
5765,2017,67,1 Night,Lil Yachty
5766,2017,68,Redbone,Childish Gambino
5767,2017,69,Sneakin',Drake Featuring 21 Savage
5768,2017,70,Million Reasons,Lady Gaga
5769,2017,71,A Guy With A Girl,Blake Shelton
5770,2017,72,Just Hold On,Steve Aoki & Louis Tomlinson
5771,2017,73,Song For Another Time,Old Dominion
5772,2017,74,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo
5773,2017,75,Make Me (Cry),Noah Cyrus Featuring Labrinth
5774,2017,76,Star Of The Show,Thomas Rhett
5775,2017,77,HandClap,Fitz And The Tantrums
5776,2017,78,How I'll Always Be,Tim McGraw
5777,2017,79,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie
5778,2017,80,Alone,Marshmello
5779,2017,81,How Far I'll Go,Alessia Cara
5780,2017,82,All We Know,The Chainsmokers Featuring Phoebe Ryan
5781,2017,83,Change,J. Cole
5782,2017,84,Dirt On My Boots,Jon Pardi
5783,2017,85,Selfish,PnB Rock
5784,2017,86,You're Welcome,Dwayne Johnson
5785,2017,87,Fresh Eyes,Andy Grammer
5786,2017,88,Sleep Without You,Brett Young
5787,2017,89,She's Mine Pt. 1,J. Cole
5788,2017,90,Ville Mentality,J. Cole
5789,2017,91,OTW,DJ Luke Nasty
5790,2017,92,Red Opps,21 Savage
5791,2017,93,For Whom The Bell Tolls,J. Cole
5792,2017,94,Six Feet Under,The Weeknd
5793,2017,95,Reminder,The Weeknd
5794,2017,96,Play That Song,Train
5795,2017,97,Sidewalks,The Weeknd Featuring Kendrick Lamar
5796,2017,98,Foldin Clothes,J. Cole
5797,2017,99,Swang,Rae Sremmurd
5798,2017,100,Versace On The Floor,Bruno Mars
5799,2018,1,Perfect,Ed Sheeran
5800,2018,2,Rockstar,Post Malone Featuring 21 Savage
5801,2018,3,Havana,Camila Cabello Featuring Young Thug
5802,2018,4,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B
5803,2018,5,Thunder,Imagine Dragons
5804,2018,6,Gucci Gang,Lil Pump
5805,2018,7,MotorSport,"Migos, Nicki Minaj & Cardi B"
5806,2018,8,Too Good At Goodbyes,Sam Smith
5807,2018,9,Bad At Love,Halsey
5808,2018,10,Bodak Yellow (Money Moves),Cardi B
5809,2018,11,Love.,Kendrick Lamar Featuring Zacari
5810,2018,12,New Rules,Dua Lipa
5811,2018,13,All I Want For Christmas Is You,Mariah Carey
5812,2018,14,Bartier Cardi,Cardi B Featuring 21 Savage
5813,2018,15,Gummo,6ix9ine
5814,2018,16,I Fall Apart,Post Malone
5815,2018,17,Let You Down,NF
5816,2018,18,Young Dumb & Broke,Khalid
5817,2018,19,Shape Of You,Ed Sheeran
5818,2018,20,Sorry Not Sorry,Demi Lovato
5819,2018,21,What Lovers Do,Maroon 5 Featuring SZA
5820,2018,22,I Get The Bag,Gucci Mane Featuring Migos
5821,2018,23,Feel It Still,Portugal. The Man
5822,2018,24,Him & I,G-Eazy & Halsey
5823,2018,25,Believer,Imagine Dragons
5824,2018,26,Meant To Be,Bebe Rexha & Florida Georgia Line
5825,2018,27,How Long,Charlie Puth
5826,2018,28,Bank Account,21 Savage
5827,2018,29,Wolves,Selena Gomez X Marshmello
5828,2018,30,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber
5829,2018,31,Plain Jane,A$AP Ferg Featuring Nicki Minaj
5830,2018,32,Mi Gente,J Balvin & Willy William Featuring Beyonce
5831,2018,33,The Weekend,SZA
5832,2018,34,1-800-273-8255,Logic Featuring Alessia Cara & Khalid
5833,2018,35,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj
5834,2018,36,Rockin' Around The Christmas Tree,Brenda Lee
5835,2018,37,That's What I Like,Bruno Mars
5836,2018,38,It's The Most Wonderful Time Of The Year,Andy Williams
5837,2018,39,Attention,Charlie Puth
5838,2018,40,End Game,Taylor Swift Featuring Ed Sheeran & Future
5839,2018,41,Sky Walker,Miguel Featuring Travis Scott
5840,2018,42,The Christmas Song (Merry Christmas To You),Nat King Cole
5841,2018,43,River,Eminem Featuring Ed Sheeran
5842,2018,44,Silence,Marshmello Featuring Khalid
5843,2018,45,Marry Me,Thomas Rhett
5844,2018,46,A Holly Jolly Christmas,Burl Ives
5845,2018,47,Unforgettable,French Montana Featuring Swae Lee
5846,2018,48,What About Us,P!nk
5847,2018,49,Lemon,N*E*R*D & Rihanna
5848,2018,50,Candy Paint,Post Malone
5849,2018,51,Roll In Peace,Kodak Black Featuring XXXTENTACION
5850,2018,52,La Modelo,Ozuna x Cardi B
5851,2018,53,Ric Flair Drip,Offset & Metro Boomin
5852,2018,54,Lights Down Low,MAX Featuring gnash
5853,2018,55,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt
5854,2018,56,Like I Loved You,Brett Young
5855,2018,57,Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black"
5856,2018,58,Greatest Love Story,LANCO
5857,2018,59,Rubbin Off The Paint,YBN Nahmir
5858,2018,60,Good Old Days,Macklemore Featuring Kesha
5859,2018,61,...Ready For It?,Taylor Swift
5860,2018,62,Yours,Russell Dickerson
5861,2018,63,I'll Name The Dogs,Blake Shelton
5862,2018,64,The Race,Tay-K
5863,2018,65,Eye 2 Eye,Huncho Jack Featuring Takeoff
5864,2018,66,Look What You Made Me Do,Taylor Swift
5865,2018,67,Kooda,6ix9ine
5866,2018,68,Modern Slavery,Huncho Jack
5867,2018,69,Thunder/Young Dumb & Broke (Medley),Imagine Dragons + Khalid
5868,2018,70,Codeine Dreaming,Kodak Black Featuring Lil Wayne
5869,2018,71,Black & Chinese,Huncho Jack
5870,2018,72,Round Here Buzz,Eric Church
5871,2018,73,Light It Up,Luke Bryan
5872,2018,74,Echame La Culpa,Luis Fonsi & Demi Lovato
5873,2018,75,Betrayed,Lil Xan
5874,2018,76,Losing Sleep,Chris Young
5875,2018,77,No Smoke,YoungBoy Never Broke Again
5876,2018,78,Tell Me You Love Me,Demi Lovato
5877,2018,79,You Broke Up With Me,Walker Hayes
5878,2018,80,Ice Tray,Quavo & Lil Yachty
5879,2018,81,I Could Use A Love Song,Maren Morris
5880,2018,82,MIC Drop,BTS Featuring Desiigner
5881,2018,83,Dubai Shit,Huncho Jack Featuring Offset
5882,2018,84,My Dawg,Lil Baby
5883,2018,85,Pick It Up,Famous Dex Featuring A$AP Rocky
5884,2018,86,Written In The Sand,Old Dominion
5885,2018,87,Huncho Jack,Huncho Jack
5886,2018,88,Krippy Kush,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian"
5887,2018,89,Five More Minutes,Scotty McCreery
5888,2018,90,Motorcycle Patches,Huncho Jack
5889,2018,91,Mayores,Becky G Featuring Bad Bunny
5890,2018,92,Saint,Huncho Jack
5891,2018,93,Walk On Water,Eminem Featuring Beyonce
5892,2018,94,Stir Fry,Migos
5893,2018,95,Home,"Machine Gun Kelly, X Ambassadors & Bebe Rexha"
5894,2018,96,F**k Love,XXXTENTACION Featuring Trippie Redd
5895,2018,97,Legends,Kelsea Ballerini
5896,2018,98,Too Much To Ask,Niall Horan
5897,2018,99,Dusk Till Dawn,Zayn Featuring Sia
5898,2018,100,Juice,Yo Gotti
5899,2019,1,"Thank U, Next",Ariana Grande
5900,2019,2,Without Me,Halsey
5901,2019,3,All I Want For Christmas Is You,Mariah Carey
5902,2019,4,Sicko Mode,Travis Scott
5903,2019,5,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee
5904,2019,6,High Hopes,Panic! At The Disco
5905,2019,7,Happier,Marshmello & Bastille
5906,2019,8,Jingle Bell Rock,Bobby Helms
5907,2019,9,Rockin' Around The Christmas Tree,Brenda Lee
5908,2019,10,A Holly Jolly Christmas,Burl Ives
5909,2019,11,The Christmas Song (Merry Christmas To You),Nat King Cole
5910,2019,12,Drip Too Hard,Lil Baby & Gunna
5911,2019,13,It's The Most Wonderful Time Of The Year,Andy Williams
5912,2019,14,Girls Like You,Maroon 5 Featuring Cardi B
5913,2019,15,ZEZE,Kodak Black Featuring Travis Scott & Offset
5914,2019,16,Rudolph The Red-Nosed Reindeer,Gene Autry
5915,2019,17,Mo Bamba,Sheck Wes
5916,2019,18,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black
5917,2019,19,Money,Cardi B
5918,2019,20,"Let It Snow, Let It Snow, Let It Snow",Dean Martin
5919,2019,21,Eastside,"benny blanco, Halsey & Khalid"
5920,2019,22,Breathin,Ariana Grande
5921,2019,23,Better Now,Post Malone
5922,2019,24,Youngblood,5 Seconds Of Summer
5923,2019,25,Last Christmas,Wham!
5924,2019,26,Sleigh Ride,The Ronettes
5925,2019,27,Lucid Dreams,Juice WRLD
5926,2019,28,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry
5927,2019,29,Feliz Navidad,Jose Feliciano
5928,2019,30,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B"
5929,2019,31,MIA,Bad Bunny Featuring Drake
5930,2019,32,(There's No Place Like) Home For The Holidays,Perry Como
5931,2019,33,Leave Me Alone,Flipp Dinero
5932,2019,34,White Christmas,Bing Crosby
5933,2019,35,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra
5934,2019,36,Going Bad,Meek Mill Featuring Drake
5935,2019,37,A Lot,21 Savage
5936,2019,38,Trip,Ella Mai
5937,2019,39,I Like It,"Cardi B, Bad Bunny & J Balvin"
5938,2019,40,Blue Christmas,Elvis Presley
5939,2019,41,Speechless,Dan + Shay
5940,2019,42,Happy Xmas (War Is Over),John & Yoko/The Plastic Ono Band With The Harlem Community Choir
5941,2019,43,Christmas (Baby Please Come Home),Darlene Love
5942,2019,44,Underneath The Tree,Kelly Clarkson
5943,2019,45,Run Rudolph Run,Chuck Berry
5944,2019,46,Natural,Imagine Dragons
5945,2019,47,Wow.,Post Malone
5946,2019,48,Love Lies,Khalid & Normani
5947,2019,49,Jingle Bells,Frank Sinatra
5948,2019,50,Beautiful,Bazzi Featuring Camila Cabello
5949,2019,51,Better,Khalid
5950,2019,52,Shallow,Lady Gaga & Bradley Cooper
5951,2019,53,Cozy Little Christmas,Katy Perry
5952,2019,54,She Got The Best Of Me ,Luke Combs
5953,2019,55,The Christmas Song,Lauren Daigle
5954,2019,56,Uproar,Lil Wayne
5955,2019,57,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine
5956,2019,58,Can't Leave Without It,21 Savage
5957,2019,59,You Say,Lauren Daigle
5958,2019,60,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee
5959,2019,61,Best Shot,Jimmie Allen
5960,2019,62,Dangerous,Meek Mill Featuring Jeremih & PnB Rock
5961,2019,63,Be Alright,Dean Lewis
5962,2019,64,Drunk Me,Mitchell Tenpenny
5963,2019,65,Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga
5964,2019,66,Look Back At It,A Boogie Wit da Hoodie
5965,2019,67,All My Friends,21 Savage
5966,2019,68,BAD!,XXXTENTACION
5967,2019,69,Backin' It Up,Pardison Fontaine Featuring Cardi B
5968,2019,70,Break Da Law,21 Savage
5969,2019,71,Imagine,Ariana Grande
5970,2019,72,Talk To Me,Tory Lanez & Rich The Kid
5971,2019,73,Monster,21 Savage
5972,2019,74,Calling My Spirit,Kodak Black
5973,2019,75,Consequences,Camila Cabello
5974,2019,76,Armed And Dangerous,Juice WRLD
5975,2019,77,Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee
5976,2019,78,Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus
5977,2019,79,Sixteen,Thomas Rhett
5978,2019,80,Burning Man,Dierks Bentley Featuring Brothers Osborne
5979,2019,81,Beautiful Crazy,Luke Combs
5980,2019,82,When The Party's Over,Billie Eilish
5981,2019,83,Sweet But Psycho,Ava Max
5982,2019,84,This Feeling,The Chainsmokers Featuring Kelsea Ballerini
5983,2019,85,You,Jacquees
5984,2019,86,1.5,21 Savage
5985,2019,87,Girl Like You,Jason Aldean
5986,2019,88,Out For The Night,21 Savage
5987,2019,89,Good Girl,Dustin Lynch
5988,2019,90,No Stylist,French Montana Featuring Drake
5989,2019,91,Lovely,Billie Eilish & Khalid
5990,2019,92,Ella Quiere Beber,Anuel AA & Romeo Santos
5991,2019,93,Gun Smoke,21 Savage
5992,2019,94,Demons And Angels,A Boogie Wit da Hoodie Featuring Juice WRLD
5993,2019,95,ASMR,21 Savage
5994,2019,96,Last Shot,Kip Moore
5995,2019,97,Fine China,Future & Juice WRLD
5996,2019,98,Envy Me,Calboy
5997,2019,99,Lost In Japan,Shawn Mendes X Zedd
5998,2019,100,This Is It,Scotty McCreery
5999,2020,1,All I Want For Christmas Is You,Mariah Carey
6000,2020,2,Rockin' Around The Christmas Tree,Brenda Lee
6001,2020,3,Jingle Bell Rock,Bobby Helms
6002,2020,4,A Holly Jolly Christmas,Burl Ives
6003,2020,5,Circles,Post Malone
6004,2020,6,Roxanne,Arizona Zervas
6005,2020,7,It's The Most Wonderful Time Of The Year,Andy Williams
6006,2020,8,Someone You Loved,Lewis Capaldi
6007,2020,9,Memories,Maroon 5
6008,2020,10,Good As Hell,Lizzo
6009,2020,11,Last Christmas,Wham!
6010,2020,12,Feliz Navidad,Jose Feliciano
6011,2020,13,The Box,Roddy Ricch
6012,2020,14,Dance Monkey,Tones And I
6013,2020,15,"Let It Snow, Let It Snow, Let It Snow",Dean Martin
6014,2020,16,The Christmas Song (Merry Christmas To You),Nat King Cole
6015,2020,17,"10,000 Hours",Dan + Shay & Justin Bieber
6016,2020,18,Lose You To Love Me,Selena Gomez
6017,2020,19,Ballin',Mustard & Roddy Ricch
6018,2020,20,BOP,DaBaby
6019,2020,21,Sleigh Ride,The Ronettes
6020,2020,22,Rudolph The Red-Nosed Reindeer,Gene Autry
6021,2020,23,Bad Guy,Billie Eilish
6022,2020,24,Happy Holiday / The Holiday Season,Andy Williams
6023,2020,25,No Guidance,Chris Brown Featuring Drake
6024,2020,26,Senorita,Shawn Mendes & Camila Cabello
6025,2020,27,Bandit,Juice WRLD & YoungBoy Never Broke Again
6026,2020,28,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra
6027,2020,29,Christmas (Baby Please Come Home),Darlene Love
6028,2020,30,Panini,Lil Nas X
6029,2020,31,Underneath The Tree,Kelly Clarkson
6030,2020,32,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry
6031,2020,33,Hot,Young Thug Featuring Gunna
6032,2020,34,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus
6033,2020,35,Truth Hurts,Lizzo
6034,2020,36,Run Rudolph Run,Chuck Berry
6035,2020,37,(There's No Place Like) Home For The Holidays,Perry Como
6036,2020,38,HIGHEST IN THE ROOM,Travis Scott
6037,2020,39,Heartless,The Weeknd
6038,2020,40,Blue Christmas,Elvis Presley
6039,2020,41,Everything I Wanted,Billie Eilish
6040,2020,42,White Christmas,Bing Crosby
6041,2020,43,Jingle Bells,Frank Sinatra
6042,2020,44,Like It's Christmas,Jonas Brothers
6043,2020,45,Baby It's Cold Outside,Dean Martin
6044,2020,46,Trampoline,SHAED
6045,2020,47,Woah,Lil Baby
